ID,NAME,SCL_LVL,SCL_TP,BRD_NAME,SCL_TP_DSC,ADD_FULL,POSTAL_CD,MUN,LATITUDE,LONGITUDE
166,ELMBANK JUNIOR MIDDLE ACADEMY,Elementary,EP,Toronto District School Board,English Public,10 Pittsboro Dr,M9V 3R4,Etobicoke,43.7365019,-79.59004707
167,BROWN JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,454 Avenue Rd,M4V 2J1,Toronto and East York,43.68491291,-79.40131228
168,DR MARION HILLIARD SENIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,280 Washburn Way,M1B 2P3,Scarborough,43.80369469,-79.22482503
169,BRIDLEWOOD JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,60 Bridlewood Blvd,M1T 1P7,Scarborough,43.78080488,-79.31509861
170,ROBERT SERVICE SENIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,945 Danforth Rd,M1K 1J2,Scarborough,43.72903376,-79.25118137
171,LAMBERTON  PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,33 Lamberton Blvd,M3J 1G6,North York,43.75366289,-79.50282777
172,COTTINGHAM JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,85 Birch Ave,M4V 1E3,Toronto and East York,43.68038802,-79.39561225
173,GEORGE PECK PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,1 Wayne Ave,M1R 1Y1,Scarborough,43.73826708,-79.29363841
174,ESSEX JUNIOR and SENIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,50 Essex St,M6G 1T3,Toronto and East York,43.66826233,-79.42227134
175,BEVERLEY SCHOOL,Elementary,EP,Toronto District School Board,English Public,64 Baldwin St,M5T 1L4,Toronto and East York,43.65577382,-79.39570834
176,CHESTER LE JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,201 Chester Le Blvd,M1W 2K7,Scarborough,43.7985877,-79.33109533
177,ST ANDREWS PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,60 Brimorton Dr,M1P 3Z1,Scarborough,43.76665386,-79.25479948
178,GRENOBLE PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,9 Grenoble Dr,M3C 1C3,North York,43.71528314,-79.33225573
179,DEER PARK JUNIOR and SENIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,23 Ferndale Ave,M4T 2B4,Toronto and East York,43.68966054,-79.39155962
180,VICTORIA PARK ELEMENTARY SCHOOL,Elementary,EP,Toronto District School Board,English Public,145 Tiago Ave,M4B 2A6,Toronto and East York,43.71269778,-79.29815396
181,GENERAL MERCER JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,30 Turnberry Ave,M6N 1P8,Etobicoke,43.67905973,-79.46401246
182,CHURCHILL PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,188 Churchill Ave,M2N 1Z5,North York,43.7707622,-79.42703943
183,FAIRBANK Public SCHOOL,Elementary,EP,Toronto District School Board,English Public,2335 Dufferin St,M6E 3S5,North York,43.69436249,-79.44942101
184,JACKMAN AVENUE JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,79 Jackman Ave,M4K 2X5,Toronto and East York,43.6806588,-79.35393859
185,BEAUMONDE HEIGHTS JUNIOR MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,70 Monterrey Dr,M9V 1T1,Etobicoke,43.74296573,-79.57553384
186,TIMBERBANK JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,170 Timberbank Blvd,M1W 2A3,Scarborough,43.79147987,-79.30728861
187,LYNNWOOD HEIGHTS JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,50 Southlawn Dr,M1S 1J1,Scarborough,43.79659257,-79.29051351
188,BROOKVIEW MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,4505 Jane St,M3N 2K7,North York,43.76746583,-79.51724994
189,LESLIEVILLE JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,254 Leslie St,M4M 3C9,Toronto and East York,43.66732935,-79.33241094
190,DORSET PARK PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,28 Blaisdale Rd,M1P 1V6,Scarborough,43.75022355,-79.27986518
191,GENERAL CRERAR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,30 McGregor Rd,M1P 1C8,Scarborough,43.74569537,-79.27958087
192,WESTMOUNT JUNIOR SCHOOL,Elementary,EP,Toronto District School Board,English Public,95 Chapman Rd,M9P 1E9,Etobicoke,43.68910471,-79.51966258
193,ST MARGARET'S PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,235 Galloway Rd,M1E 1X5,Etobicoke,43.76826718,-79.19594342
194,ROCKFORD PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,60 Rockford Rd,M2R 3A7,North York,43.78623395,-79.4523043
195,SCARBOROUGH VILLAGE PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,15 Luella St,M1J 3P2,Scarborough,43.74412797,-79.22207498
196,DUNDAS JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,935 Dundas St E,M4M 1R4,Toronto and East York,43.66207775,-79.34868633
197,MILLIKEN PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,130 Port Royal Trl,M1V 2T4,Scarborough,43.81659516,-79.28850017
198,QUEEN ALEXANDRA MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,181 Broadview Ave,M4M 2G3,Toronto and East York,43.66118468,-79.35052149
199,SILVER SPRINGS PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,222 Silver Springs Blvd,M1V 1S4,Scarborough,43.80443812,-79.30238019
200,C D FARQUHARSON JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,1965 Brimley Rd,M1S 2B1,Scarborough,43.78447577,-79.26610875
201,CLINTON STREET JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,460 Manning Ave,M6G 2V7,Toronto and East York,43.65764608,-79.41405757
202,D A MORRISON MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,271 Gledhill Ave,M4C 4L2,Toronto and East York,43.69540506,-79.31169566
203,MELODY VILLAGE JUNIOR SCHOOL,Elementary,EP,Toronto District School Board,English Public,520 Silverstone Dr,M9V 3L5,Etobicoke,43.73814334,-79.59484589
204,MCMURRICH JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,115 Winona Dr,M6G 3S8,Toronto and East York,43.67808496,-79.43106521
205,CHESTER ELEMENTARY SCHOOL,Elementary,EP,Toronto District School Board,English Public,115 Gowan Ave,M4K 2E4,Toronto and East York,43.68761097,-79.35171321
206,CLAIREVILLE JUNIOR SCHOOL,Elementary,EP,Toronto District School Board,English Public,350 Silverstone Dr,M9V 3J4,Etobicoke,43.74785079,-79.59823106
207,WINONA DRIVE SENIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,101 Winona Dr,M6G 3S8,Toronto and East York,43.67701065,-79.43086203
208,STEELESVIEW PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,105 Bestview Dr,M2M 2Y1,North York,43.8026747,-79.3856361
209,MILNE VALLEY MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,100 Underhill Dr,M3A 2J9,North York,43.74721065,-79.32671234
210,PLEASANT VIEW JUNIOR HIGH SCHOOL,Elementary,EP,Toronto District School Board,English Public,175 Brian Dr,M2J 3Y8,North York,43.78749636,-79.33390644
211,BROOKMILL BOULEVARD JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,25 Brookmill Blvd,M1W 2L5,Scarborough,43.801229,-79.31487123
212,CHEROKEE PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,390 Cherokee Blvd,M2H 2W7,North York,43.79877136,-79.33861798
213,JOHN WANLESS JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,245 Fairlawn Ave,M5M 1T2,North York,43.72878733,-79.4118029
214,J S WOODSWORTH SENIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,120 Sedgemount Dr,M1H 1X9,Scarborough,43.76538058,-79.23492969
215,SIR ERNEST MACMILLAN SENIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,149 Huntsmill Blvd,M1W 2Y2,Scarborough,43.80688488,-79.32819653
216,BESSBOROUGH DRIVE ELEMENTARY AND MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,211 Bessborough Dr,M4G 3K2,North York,43.70722333,-79.37013844
217,JOHN D PARKER JUNIOR SCHOOL,Elementary,EP,Toronto District School Board,English Public,202 Mount Olive Dr,M9V 3Z5,Etobicoke,43.7533954,-79.59579429
218,DERRYDOWN PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,120 Derrydown Rd,M3J 1R7,North York,43.75869853,-79.49371346
219,GRACEFIELD PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,177 Gracefield Ave,M6L 1L7,Etobicoke,43.70932912,-79.49134458
220,GEORGE ANDERSON PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,30 George Anderson Dr,M6M 2Y8,Etobicoke,43.70545353,-79.47894806
221,TECUMSEH SENIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,720 Scarborough Golf Club Rd,M1G 1H7,Scarborough,43.76291565,-79.21673022
222,JOHN BUCHAN SENIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,2450 Birchmount Rd,M1T 2M5,Scarborough,43.78520344,-79.30085689
223,GEORGE WEBSTER ELEMENTARY SCHOOL,Elementary,EP,Toronto District School Board,English Public,2 Cedarcrest Blvd,M4B 2N9,Toronto and East York,43.70196453,-79.29949377
224,FAIRGLEN JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,2200 Pharmacy Ave,M1W 1H8,Scarborough,43.78494498,-79.32224142
225,DIEFENBAKER ELEMENTARY SCHOOL,Elementary,EP,Toronto District School Board,English Public,175 Plains Rd,M4J 2R2,Toronto and East York,43.69506812,-79.33214716
226,HURON STREET JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,541 Huron St,M5R 2R6,Toronto and East York,43.67104677,-79.40241435
227,KEW BEACH JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,101 Kippendavie Ave,M4L 3R3,Toronto and East York,43.66847283,-79.30273052
228,DELTA ALTERNATIVE SENIOR SCHOOL,Elementary,EP,Toronto District School Board,English Public,301 Montrose Ave,M6G 3G9,Toronto and East York,43.65869017,-79.41884696
229,ROYWOOD PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,11 Roywood Dr,M3A 2C7,North York,43.76473268,-79.32177641
230,HAWTHORNE TWO BILINGUAL ALTERNATIVE JUNIOR SCHOOL,Elementary,EP,Toronto District School Board,English Public,50 Essex St,M6G 1T3,Toronto and East York,43.66826233,-79.42227134
231,da Vinci Alternative School,Elementary,EP,Toronto District School Board,English Public,33 Robert St,M5S 2K2,former Toronto,43.65896163,-79.40191309
232,ERNEST PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,150 Cherokee Blvd,M2J 4A4,North York,43.79142408,-79.3373858
233,EAST ALTERNATIVE SCHOOL OF TORONTO,Elementary,EP,Toronto District School Board,English Public,21 Boultbee Ave,M4J 1A7,Toronto and East York,43.67181495,-79.33847947
234,REGENT HEIGHTS PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,555 Pharmacy Ave,M1L 3H1,Scarborough,43.7070899,-79.2889078
235,GLEN RAVINE JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,11 Gadsby Dr,M1K 4V4,Scarborough,43.73823323,-79.25406214
236,PELMO PARK PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,180 Gary Dr,M9N 2M1,Etobicoke,43.71206532,-79.51811945
237,ROSELANDS JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,990 Jane St,M6N 4E2,Etobicoke,43.68123537,-79.49906428
238,ALBION HEIGHTS JUNIOR MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,45 Lynmont Rd,M9V 3W9,Etobicoke,43.73138826,-79.5943155
239,FENSIDE PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,131 Fenside Dr,M3A 2V9,North York,43.76458912,-79.3291298
240,MARY SHADD PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,135 Hupfield Trl,M1B 4R6,Scarborough,43.81440432,-79.21832724
241,HORIZON ALTERNATIVE SENIOR SCHOOL,Elementary,EP,Toronto District School Board,English Public,570 Shaw St,M6G 3L6,former Toronto,43.65798705,-79.42200186
242,WEST PREPARATORY JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,70 Ridge Hill Dr,M6C 2J6,Toronto and East York,43.70275231,-79.43303829
243,WILLOWDALE MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,225 Senlac Rd,M2R 1P6,North York,43.76978382,-79.42609223
244,HUMBER SUMMIT MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,60 Pearldale Ave,M9L 2G9,Etobicoke,43.75057334,-79.56452549
245,NORTH AGINCOURT JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,60 Moran Rd,M1S 2J3,Scarborough,43.79646232,-79.27621601
246,GREY OWL JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,150 Wickson Trl,M1B 1M4,Scarborough,43.80399791,-79.21330352
247,WELLESWORTH JUNIOR SCHOOL,Elementary,EP,Toronto District School Board,English Public,225 Wellesworth Dr,M9C 4S5,Etobicoke,43.65664592,-79.57672204
248,CHARLES E WEBSTER  PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,1900 Keele St,M6M 3X7,Etobicoke,43.69344303,-79.47510278
249,SHEPPARD PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,1430 Sheppard Ave W,M3M 2W9,North York,43.74543295,-79.48826393
250,CLIFFWOOD PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,140 Cliffwood Rd,M2H 2E4,North York,43.8063007,-79.36007184
251,BRIAN PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,95 Brian Dr,M2J 3Y6,North York,43.78172812,-79.33180984
252,Woodbine Middle School,Elementary,EP,Toronto District School Board,English Public,2900 Don Mills Rd E,M2J 3B6,North York,43.78194088,-79.34874146
253,CEDARVALE COMMUNITY SCHOOL,Elementary,EP,Toronto District School Board,English Public,145 Ava Rd,M6C 1W4,Toronto and East York,43.69613887,-79.43033081
254,CLAIRLEA PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,25 Rosalind Cres,M1L 2X1,Scarborough,43.71659858,-79.29618989
255,Agnes Macphail Public School,Elementary,EP,Toronto District School Board,English Public,112 Goldhawk Trl,M1V 1W5,Scarborough,43.81926898,-79.27855339
256,QUEST ALTERNATIVE SENIOR SCHOOL,Elementary,EP,Toronto District School Board,English Public,25 Bain Ave,M4K 1E5,Toronto and East York,43.67046905,-79.35213289
257,WHITE HAVEN PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,105 Invergordon Ave,M1S 2Z1,Scarborough,43.78700402,-79.2480541
258,Shoreham Public Sports and Wellness Academy,Elementary,EP,Toronto District School Board,English Public,31 Shoreham Dr,M3N 2S6,North York,43.76879955,-79.51738796
259,HILLCREST COMMUNITY SCHOOL,Elementary,EP,Toronto District School Board,English Public,44 Hilton Ave,M5R 3E6,Toronto and East York,43.67905104,-79.41584802
260,SWANSEA JUNIOR and SENIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,207 Windermere Ave,M6S 3J9,Etobicoke,43.64346596,-79.4770883
261,INDIAN ROAD CRESCENT JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,285 Indian Road Cres,M6P 2G8,Toronto and East York,43.66253731,-79.46008116
262,DOWNTOWN ALTERNATIVE SCHOOL,Elementary,EP,Toronto District School Board,English Public,85 Lower Jarvis St,M5E 1R8,Toronto and East York,43.64774472,-79.37041888
263,KINGSLAKE PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,90 Kingslake Rd,M2J 3E8,North York,43.78481911,-79.34573216
264,GOSFORD PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,30 Gosford Blvd,M3N 2G8,North York,43.76432708,-79.52132747
265,AMESBURY MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,201 Gracefield Ave,M6L 1L7,Etobicoke,43.70870633,-79.49401766
266,ALLENBY JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,391 St Clements Ave,M5N 1M2,North York,43.70944423,-79.41279098
267,HIGHVIEW PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,22 Highview Ave,M3M 1C4,North York,43.72195964,-79.49723354
268,WEST HUMBER JUNIOR MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,15 Delsing Dr,M9W 4S7,Etobicoke,43.72383481,-79.58007785
269,CORVETTE JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,30 Corvette Ave,M1K 3G2,Scarborough,43.72649371,-79.26216292
270,JESSE KETCHUM JUNIOR and SENIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,61 Davenport Rd,M5R 1H4,Toronto and East York,43.67299121,-79.39214247
271,CHALKFARM PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,100 Chalkfarm Dr,M3L 1L4,Etobicoke,43.72711502,-79.51439603
272,LAMBTON PARK COMMUNITY SCHOOL,Elementary,EP,Toronto District School Board,English Public,50 Bernice Cres,M6N 1W9,Etobicoke,43.66758456,-79.49831076
273,DOVERCOURT  PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,228 Bartlett Ave,M6H 3G4,Toronto and East York,43.66674419,-79.43578221
274,ROLPH ROAD ELEMENTARY SCHOOL,Elementary,EP,Toronto District School Board,English Public,31 Rolph Rd,M4G 3M5,North York,43.69979217,-79.36625464
275,TOM LONGBOAT JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,37 Crow Trl,M1B 1X6,Scarborough,43.81045478,-79.23163016
276,NIAGARA STREET JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,222 Niagara St,M6J 2L3,Toronto and East York,43.64394604,-79.40825617
277,DONVIEW MIDDLE HEALTH AND WELLNESS ACADEMY,Elementary,EP,Toronto District School Board,English Public,20 Evermede Dr,M3A 2S3,North York,43.76419632,-79.33144153
278,SENECA HILL PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,625 Seneca Hill Dr,M2J 2W6,North York,43.79087903,-79.35030022
279,ALEXMUIR JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,95 Alexmuir Blvd,M1V 1H6,Scarborough,43.80911794,-79.28561671
280,THE GROVE COMMUNITY SCHOOL,Elementary,EP,Toronto District School Board,English Public,108 Gladstone Ave,M6J 3L2,former Toronto,43.64602983,-79.4288505
281,LAMBTON KINGSWAY JUNIOR MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,525 Prince Edward Dr N,M8X 2M6,Etobicoke,43.6586658,-79.50931809
282,GORDON A BROWN MIDDLE SCHOOL,Elementary,EP,Toronto District School Board,English Public,2800 St Clair Ave E,M4B 1N2,Toronto and East York,43.70787791,-79.30535617
283,CHARLES G FRASER JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,79 Manning Ave,M6J 2K6,Toronto and East York,43.64853867,-79.40948687
284,DANFORTH GARDENS PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,20 Santamonica Blvd,M1L 4H4,Scarborough,43.70846416,-79.2709806
285,BEVERLY GLEN JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,85 Beverly Glen Blvd,M1W 1W4,Scarborough,43.79866171,-79.32307086
286,PORT ROYAL PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,408 Port Royal Trl,M1V 4R1,Scarborough,43.82464102,-79.28996997
287,MORSE STREET JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,180 Carlaw Ave,M4M 2R9,Toronto and East York,43.6601755,-79.34016991
288,J B TYRRELL SENIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,10 Corinthian Blvd,M1W 1B3,Scarborough,43.78888738,-79.3241783
289,BEDFORD PARK PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,81 Ranleigh Ave,M4N 1X2,North York,43.7278547,-79.40002762
290,ORIOLE PARK JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,80 Braemar Ave,M5P 2L4,Toronto and East York,43.70258014,-79.40969652
291,PERCY WILLIAMS JUNIOR PUBLIC SCHOOL,Elementary,EP,Toronto District School Board,English Public,35 White Heather Blvd,M1V 1P6,Scarborough,43.8126755,-79.26566174
